sequence_id,n_frames,n_frames2
2824179064,9,9
2824264548,13,13
2824312150,26,26
2824341348,6,6
2824364714,109,109
2824366511,6,6
2824423423,33,33
2824439665,7,7
2824492766,33,33
2824493663,211,211
2824518296,22,22
2824521538,132,132
282453541,9,9
2824546365,31,31
2824588130,6,6
282460858,40,40
2824761238,11,11
2824833610,6,6
2824850640,36,36
282486768,7,7
2824937514,6,6
2824959869,25,25
2824979534,10,10
2825023057,6,6
2825165221,24,24
2825197815,14,14
2825200461,7,7
2825257885,6,6
2825304340,20,20
2825323337,12,12
2825346002,234,234
2825357081,13,13
2825414552,14,14
2825480946,25,25
2825499905,25,25
2825500795,17,17
2825557205,19,19
2825604818,94,94
2825624199,9,9
2825770559,52,52
2825777665,56,56
2825795629,7,7
2825871601,13,13
282589644,94,94
282590838,219,219
282592567,33,33
2825943569,28,28
2825965885,25,25
2825975246,22,22
2825983141,25,25
28259958,16,16
2826079787,36,36
2826187362,22,22
2826217110,9,9
2826311962,17,17
2826354225,37,37
2826382316,131,131
2826408524,36,36
2826437429,55,55
2826453102,6,6
2826464026,12,12
2826470010,19,19
2826482490,10,10
2826514432,10,10
282651643,20,20
282651911,27,27
282652030,188,188
2826623742,11,11
2826672485,19,19
2826776876,9,9
2826780335,44,44
2826781583,19,19
2826813629,17,17
2826820281,6,6
2826834235,131,131
2826972545,6,6
2827042911,41,41
2827079276,9,9
2827090919,18,18
2827198107,140,140
2827210123,18,18
2827246399,38,38
2827255771,6,6
2827268248,39,39
2827334666,6,6
2827335820,23,23
2827392059,17,17
2827393416,44,44
2827401534,6,6
2827436993,6,6
282756330,13,13
2827573417,29,29
2827821994,14,14
2827822827,6,6
2827867584,21,21
2827875323,18,18
2827907113,11,11
2827937418,18,18
2827971626,20,20
282803188,21,21
2828033389,6,6
282804388,30,30
2828065431,31,31
2828100630,19,19
2828121528,34,34
2828144248,32,32
2828163652,6,6
28281670,7,7
2828184296,17,17
2828186430,16,16
2828227302,21,21
2828262085,11,11
282827402,45,45
2828325496,6,6
2828352749,12,12
2828369349,17,17
2828434128,29,29
2828449269,6,6
2828529037,76,76
2828573277,17,17
2828599179,56,56
282863780,52,52
2828658168,43,43
2828695640,18,18
2828771952,6,6
2828847709,12,12
2828849369,64,64
2828879795,21,21
2828886544,41,41
2828947197,128,128
2828954198,13,13
2828965808,16,16
2828988162,76,76
2829042057,31,31
2829046664,13,13
2829066976,13,13
2829077215,9,9
2829106657,15,15
2829109727,11,11
2829168025,11,11
2829235033,94,94
2829245611,15,15
2829254169,10,10
2829256443,33,33
2829286726,17,17
2829314712,6,6
2829364431,49,49
2829370794,23,23
2829385,12,12
2829414593,31,31
2829494329,6,6
2829511237,152,152
2829515532,14,14
2829538158,6,6
28295530,17,17
2829589919,15,15
282961060,33,33
2829645134,20,20
2829693195,138,138
2829763429,58,58
2829778776,163,163
2829791115,18,18
2829858821,19,19
2829880808,7,7
2829900086,28,28
2829901712,15,15
2829908398,49,49
2829947394,6,6
2829947816,51,51
2830028337,20,20
2830120270,25,25
2830164013,16,16
2830187203,21,21
2830200289,17,17
2830309153,66,66
283041246,64,64
2830415382,32,32
2830444629,57,57
2830487970,12,12
2830526038,38,38
2830556512,50,50
2830580335,10,10
283058653,15,15
2830597129,22,22
2830634012,8,8
2830646640,60,60
2830693646,36,36
2830696153,6,6
2830722964,10,10
2830740291,6,6
2830786113,23,23
2830793612,17,17
2830805254,204,204
2830814743,7,7
2830816173,8,8
2830868934,33,33
2830919135,32,32
283114060,6,6
2831230224,32,32
2831236308,36,36
2831266199,69,69
2831289227,66,66
2831465145,10,10
2831506104,6,6
283151546,42,42
2831518100,24,24
2831552290,42,42
2831624836,40,40
2831625157,49,49
283163108,37,37
2831631303,23,23
2831725146,17,17
2831732541,83,83
2831751405,24,24
2831820858,33,33
2831895668,19,19
283190141,51,51
283192018,19,19
2831934126,48,48
2831956121,28,28
283196579,236,236
2832003615,6,6
2832009370,30,30
2832019142,28,28
283211562,119,119
2832149153,7,7
2832166044,6,6
2832188577,17,17
2832264317,14,14
2832278886,74,74
2832284031,38,38
2832345370,6,6
2832351164,20,20
283237714,103,103
2832393831,19,19
2832399960,21,21
2832408561,6,6
2832468180,16,16
2832486291,13,13
2832517904,9,9
283253170,19,19
2832596627,23,23
2832630752,11,11
2832660760,21,21
2832719310,68,68
2832744173,22,22
2832803011,35,35
2832813608,17,17
2832905430,13,13
2832949523,12,12
2833022185,6,6
2833061835,13,13
2833085735,29,29
2833097065,20,20
2833105967,140,140
283315431,97,97
2833176990,36,36
2833227740,6,6
283324756,21,21
2833323052,19,19
2833381076,6,6
2833426117,24,24
2833449850,18,18
2833610240,56,56
283361287,14,14
2833618350,6,6
2833654236,8,8
2833822726,11,11
2833860645,12,12
2833880149,30,30
2833907733,20,20
2833907849,19,19
283399659,8,8
2834104665,6,6
283413051,18,18
2834235214,49,49
2834266881,83,83
2834437562,3,3
2834437771,14,14
2834460758,48,48
2834502408,14,14
2834528932,48,48
2834555717,22,22
2834572270,15,15
2834642015,22,22
2834680518,121,121
2834734401,19,19
2834750229,19,19
2834809316,28,28
2834830635,20,20
2834856027,124,124
2834860973,35,35
2834922229,27,27
2835003743,52,52
2835079362,6,6
2835079785,52,52
2835091826,6,6
2835094669,131,131
2835104389,16,16
2835138323,31,31
2835194579,88,88
2835207443,18,18
2835217104,6,6
28352674,85,85
2835280516,6,6
2835408697,47,47
2835478908,61,61
2835481482,37,37
28355032,39,39
2835520308,6,6
283560653,56,56
2835629251,132,132
2835695751,6,6
2835702160,22,22
2835741724,12,12
2835804809,6,6
2835816796,16,16
2835830064,51,51
2835901076,7,7
2835959473,12,12
28359685,33,33
2836003064,11,11
2836044175,13,13
2836068446,19,19
2836108660,6,6
2836135910,33,33
2836158545,11,11
2836167983,26,26
2836197361,12,12
2836224439,6,6
2836246217,6,6
2836369695,18,18
2836441759,22,22
2836444949,27,27
2836481296,76,76
2836505597,10,10
2836534884,57,57
2836603870,26,26
2836663274,86,86
2836668222,42,42
2836760264,73,73
2836783475,29,29
2836785833,10,10
2836812158,22,22
2836817776,33,33
2836836585,10,10
2836837028,7,7
2836842990,6,6
2836859099,26,26
2836885384,20,20
2836896694,45,45
2836948667,28,28
2836960731,17,17
2836962895,14,14
2837023862,6,6
2837101950,48,48
283717959,12,12
2837224267,41,41
2837339216,24,24
2837382605,59,59
2837463027,20,20
2837474630,6,6
283751720,157,157
2837529827,9,9
2837534752,6,6
2837571064,29,29
2837605592,15,15
283762094,32,32
2837690411,23,23
2837694204,15,15
283771161,16,16
2837776865,6,6
283781652,12,12
2837836389,171,171
2837904448,27,27
2837937410,13,13
2837946763,124,124
2837958478,15,15
283796998,28,28
2837973028,23,23
2838081393,17,17
2838173916,99,99
2838201355,8,8
2838232705,6,6
2838369365,58,58
2838494085,72,72
2838497915,136,136
2838521038,52,52
2838602018,175,175
2838648601,39,39
2838713357,50,50
2838737052,11,11
2838819840,61,61
2839060778,69,69
2839114587,25,25
2839145588,26,26
2839199600,6,6
2839353726,32,32
2839376118,14,14
2839405725,20,20
2839448023,39,39
2839459327,6,6
2839518129,83,83
2839623680,50,50
2839681895,22,22
2839760508,6,6
2839773487,25,25
2839782404,60,60
2839789072,16,16
2839822911,8,8
2839921641,40,40
2839957412,28,28
2839983116,82,82
2840018451,21,21
2840085689,42,42
2840088330,61,61
2840165422,81,81
2840195887,6,6
2840208060,19,19
2840256195,18,18
2840276179,40,40
2840332020,31,31
2840339990,29,29
2840439038,69,69
2840462259,40,40
284048811,38,38
2840509388,47,47
2840551445,12,12
2840551744,18,18
2840568009,21,21
2840580010,20,20
2840695303,27,27
2840737161,49,49
2840740037,17,17
2840865571,7,7
2840998169,17,17
2841012754,6,6
2841088942,180,180
2841172322,92,92
2841197290,24,24
2841325270,15,15
2841483150,16,16
2841484675,45,45
2841498092,29,29
2841528032,15,15
2841539480,13,13
2841564563,17,17
2841597073,8,8
284162478,54,54
2841641708,38,38
2841675457,16,16
2841695639,11,11
2841706627,12,12
2841728256,16,16
2841741654,27,27
2841780465,12,12
2841791382,46,46
2841848287,6,6
2841890769,8,8
2841916308,6,6
2841930866,52,52
2841962992,20,20
2842005327,69,69
2842016332,152,152
2842051465,53,53
2842153697,92,92
2842153960,16,16
2842158947,28,28
2842159596,38,38
2842200484,17,17
2842352896,204,204
2842378240,24,24
2842425792,13,13
2842475750,22,22
2842547201,29,29
2842559210,43,43
284259699,25,25
2842620079,7,7
2842771397,25,25
284277635,13,13
284294726,97,97
2842965072,20,20
2843010641,27,27
2843022938,52,52
2843030136,45,45
2843059903,16,16
2843174440,29,29
2843194018,19,19
2843222351,36,36
2843238467,21,21
2843490893,148,148
2843500573,6,6
2843510125,22,22
2843596413,10,10
2843719784,20,20
2843734595,12,12
2843756176,45,45
2843759340,58,58
2843766235,8,8
2843830638,6,6
2843851964,15,15
284390431,185,185
2843910247,11,11
2843918044,137,137
2843926008,6,6
2843979118,31,31
2844061047,18,18
2844083662,9,9
2844090788,32,32
2844092261,52,52
2844115207,12,12
2844133489,31,31
2844163627,207,207
2844169890,96,96
2844188568,23,23
2844217737,14,14
2844223753,19,19
2844231099,7,7
2844235998,6,6
2844270531,156,156
2844286654,22,22
2844357671,31,31
2844395205,49,49
2844424156,15,15
2844449232,16,16
2844490700,25,25
2844540972,33,33
2844554887,96,96
2844563022,29,29
2844564941,20,20
2844667558,44,44
284467022,14,14
2844684045,36,36
2844764319,7,7
2844800732,44,44
2844844384,39,39
2844875022,45,45
284499692,6,6
2845004891,136,136
2845060728,39,39
2845089210,24,24
2845093796,6,6
2845210212,166,166
2845398069,29,29
2845489278,16,16
284549852,42,42
2845551729,84,84
2845608299,16,16
2845672153,28,28
2845694541,8,8
2845712846,14,14
2845722546,44,44
2845730655,136,136
2845817910,150,150
2845858946,6,6
2845959255,15,15
2846020405,19,19
2846043526,17,17
284606034,211,211
2846115322,21,21
2846116016,36,36
2846129108,28,28
2846218232,126,126
2846314825,42,42
2846340962,50,50
2846406797,252,252
2846422498,16,16
2846434067,6,6
2846475771,26,26
2846539774,59,59
2846650331,34,34
2846653893,148,148
2846660980,75,75
284670177,7,7
2846708850,7,7
2846771754,17,17
2846787908,22,22
2846859237,6,6
2846871692,6,6
2846880208,6,6
2846895239,21,21
2846951086,83,83
2846970867,49,49
2846981424,184,184
2847074571,20,20
2847119274,18,18
2847157008,6,6
2847241842,16,16
2847269510,20,20
2847308224,72,72
2847403825,21,21
2847418979,18,18
2847435985,44,44
2847471601,44,44
2847493187,18,18
2847507011,151,151
284751354,8,8
2847515613,87,87
2847573957,6,6
2847597076,121,121
2847658067,10,10
2847677774,196,196
284770117,15,15
2847828598,18,18
2847842629,17,17
2847896378,39,39
2848017696,47,47
2848103260,46,46
2848136367,8,8
2848148551,29,29
2848193845,101,101
2848196229,7,7
284822859,15,15
2848364534,15,15
2848401382,21,21
2848445640,76,76
2848470744,6,6
2848536172,14,14
2848537205,16,16
2848559668,33,33
2848607535,89,89
2848638813,21,21
284864337,11,11
2848716297,19,19
2848742747,13,13
2848827352,29,29
284908789,21,21
2849092424,31,31
2849187512,23,23
2849193634,16,16
2849216633,214,214
2849216989,15,15
284924324,2,2
2849302572,36,36
2849333057,8,8
2849418903,13,13
2849503864,205,205
2849506686,13,13
2849521315,46,46
2849619723,16,16
2849837936,66,66
2849905244,30,30
2850025806,84,84
2850125601,44,44
2850202341,16,16
2850233909,56,56
2850247557,21,21
2850263811,13,13
2850272893,237,237
2850302167,15,15
285042484,18,18
2850445387,7,7
2850533204,18,18
2850552475,24,24
2850556529,60,60
2850620303,13,13
2850672052,6,6
2850677155,11,11
2850754995,6,6
2850804558,22,22
2850832226,16,16
2850921412,145,145
2850936387,59,59
2850938906,6,6
2850941949,13,13
2850942767,21,21
2850964407,30,30
2850976286,20,20
2851003803,6,6
2851161913,82,82
2851225879,11,11
2851273738,120,120
2851321094,19,19
2851321988,20,20
285134767,13,13
2851351446,19,19
2851421822,17,17
2851487630,6,6
2851505342,19,19
2851515968,14,14
2851594752,123,123
2851607191,22,22
2851663796,53,53
2851665431,24,24
2851674752,34,34
2851678120,11,11
2851870004,25,25
2851873067,44,44
2851888015,8,8
2851904359,22,22
2851926028,27,27
2851927487,132,132
2852010372,6,6
2852026802,93,93
2852031717,9,9
2852151745,52,52
2852273618,42,42
2852328709,15,15
2852366986,26,26
28523800,30,30
2852400609,90,90
2852427759,26,26
2852434237,8,8
2852491723,23,23
2852530151,166,166
2852597807,14,14
2852667801,11,11
2852726982,25,25
2852809427,15,15
2852829237,17,17
2852939738,121,121
2852972429,30,30
2852983181,55,55
2853056404,77,77
285306157,15,15
2853078536,40,40
2853096410,20,20
2853195266,18,18
2853266466,101,101
2853267944,36,36
2853301949,8,8
2853498250,16,16
2853539672,12,12
2853566997,31,31
2853599477,13,13
2853601242,13,13
2853618102,9,9
2853627964,141,141
2853631792,12,12
2853654360,21,21
2853658360,20,20
2853687927,11,11
2853707717,10,10
2853726125,29,29
2853759118,128,128
2853797574,15,15
2853808671,12,12
2853839749,39,39
285387255,16,16
2853887687,26,26
2853940887,6,6
2853989185,254,254
2854026874,13,13
2854064324,10,10
2854072255,123,123
2854077029,17,17
2854086976,29,29
2854186376,152,152
2854204085,77,77
2854256707,28,28
2854257350,9,9
2854269726,6,6
2854276213,16,16
2854289917,27,27
2854308260,19,19
2854317018,6,6
2854343709,6,6
2854349169,42,42
2854397687,6,6
2854430432,56,56
2854436923,10,10
2854468017,6,6
2854494779,13,13
2854547613,7,7
2854569775,6,6
2854590754,83,83
2854712158,36,36
2854725528,26,26
2854771878,51,51
2854804399,6,6
2854835214,6,6
2854856820,24,24
2854865287,89,89
285487022,18,18
2854873670,19,19
2854896125,9,9
2854967901,11,11
2855024117,6,6
2855068431,54,54
2855086460,34,34
2855117356,16,16
2855154068,12,12
2855167458,42,42
2855283809,17,17
2855339708,180,180
285536155,14,14
2855362871,14,14
2855381908,45,45
2855412393,23,23
2855430878,21,21
2855435873,25,25
2855435881,27,27
285545539,6,6
2855483834,65,65
2855484326,6,6
2855579730,7,7
2855717198,24,24
2855736935,50,50
2855747842,32,32
285575394,57,57
2855845239,6,6
2855849038,19,19
2855876525,21,21
2855885051,6,6
285597363,6,6
2855977938,14,14
2856036321,44,44
2856049779,6,6
2856050717,47,47
2856077361,37,37
2856193174,43,43
285619526,73,73
2856203489,6,6
2856229779,35,35
2856246856,223,223
2856281627,6,6
2856333169,9,9
2856355556,6,6
2856374210,14,14
285637726,14,14
2856383109,6,6
2856431356,121,121
2856617363,21,21
2856622174,18,18
2856691805,67,67
2856696713,6,6
2856762050,6,6
2856804142,6,6
2856809932,7,7
2856817648,32,32
285687765,147,147
2856887777,29,29
285691221,31,31
2856931225,44,44
2856957334,12,12
2856977488,36,36
2857030826,21,21
2857040230,10,10
2857338029,31,31
2857382226,132,132
2857405155,32,32
2857418874,33,33
2857438490,52,52
2857441898,152,152
2857537190,51,51
2857579418,6,6
2857579602,12,12
2857611624,20,20
2857627302,39,39
2857697203,19,19
2857762792,57,57
2857834510,6,6
2857892889,9,9
2857975562,17,17
2858020292,6,6
2858031377,41,41
2858126104,17,17
2858171844,16,16
2858223162,16,16
2858348453,39,39
2858348637,15,15
2858470513,75,75
2858534971,231,231
2858709746,25,25
2858711650,13,13
2858717991,18,18
2858754283,15,15
2858809554,34,34
2858846752,31,31
2858855223,7,7
2858859192,11,11
2858863893,29,29
28588795,16,16
2858888702,24,24
2858941005,91,91
2858950790,20,20
2858988092,27,27
2859057,39,39
2859094255,6,6
2859109653,247,247
2859116042,6,6
285913297,202,202
2859191548,11,11
2859327507,67,67
2859341002,12,12
2859343129,6,6
2859385667,6,6
2859436039,6,6
2859438665,25,25
2859551041,45,45
2859563645,8,8
2859574353,71,71
2859575505,28,28
2859582576,10,10
2859782811,9,9
2859811895,36,36
2859875958,10,10
2860061839,249,249
2860121382,14,14
2860124105,18,18
2860132421,16,16
2860292457,33,33
2860328070,6,6
2860436173,35,35
286058590,9,9
2860641680,54,54
28606432,17,17
2860825164,7,7
286086094,17,17
286090317,4,4
2860957028,15,15
2860985873,13,13
2861002994,56,56
2861009990,50,50
2861020708,13,13
2861083401,15,15
2861112751,52,52
2861115516,17,17
2861128331,50,50
2861149920,6,6
2861164157,47,47
2861299992,22,22
2861376759,20,20
2861376821,23,23
2861411765,30,30
2861413820,36,36
2861438708,34,34
28614483,21,21
2861507869,88,88
2861539751,6,6
2861575781,10,10
2861616054,9,9
2861653159,21,21
2861665959,37,37
2861680569,88,88
2861765109,22,22
2861766771,56,56
2861774425,13,13
2861822716,113,113
2861907948,45,45
2861908692,13,13
286191889,43,43
2862011414,28,28
2862026664,31,31
2862077550,253,253
2862093709,36,36
2862094052,23,23
2862207276,17,17
2862260403,111,111
2862261428,46,46
2862263627,35,35
2862320929,57,57
2862338885,8,8
2862363640,6,6
2862377573,28,28
2862469790,16,16
2862530214,10,10
2862533258,10,10
2862539765,9,9
2862579811,37,37
2862735708,56,56
2862783575,6,6
2862789036,14,14
2862869787,6,6
2862917510,24,24
2862921635,25,25
2862922927,81,81
2862927929,6,6
2862987998,9,9
2863063446,66,66
2863092759,15,15
2863102812,15,15
2863145981,6,6
2863224002,11,11
286340268,10,10
2863524347,132,132
2863586608,144,144
2863630165,40,40
2863670606,6,6
2863674327,26,26
2863692421,21,21
286372358,5,5
2863763009,6,6
2863803532,20,20
2863855728,36,36
286394573,50,50
286397402,27,27
2863975225,46,46
2863976867,35,35
2863978254,9,9
2863986890,21,21
2864002655,18,18
2864037730,47,47
2864088312,6,6
2864134670,71,71
2864149891,6,6
2864167612,77,77
2864189853,6,6
2864229501,61,61
2864257030,6,6
2864357222,13,13
2864361998,68,68
2864376921,14,14
2864472394,20,20
2864495174,24,24
2864577147,24,24
2864597237,43,43
2864653074,116,116
2864659540,21,21
2864683618,64,64
2864711671,92,92
2864734919,17,17
2864760074,50,50
2864792255,36,36
2864902604,30,30
2864979500,7,7
2865000589,25,25
28650523,30,30
2865107964,20,20
2865118010,36,36
2865174593,193,193
2865184400,39,39
2865239024,45,45
2865293597,6,6
286532117,128,128
2865337649,6,6
2865403039,20,20
2865408390,35,35
2865452955,6,6
2865465377,49,49
2865528054,140,140
2865547718,44,44
2865592697,12,12
2865617070,6,6
2865674957,6,6
2865687169,24,24
2865687224,157,157
2865697826,16,16
2865698331,18,18
2865760635,26,26
2865782577,9,9
286578714,22,22
2866009219,9,9
2866023889,58,58
2866027861,16,16
2866053836,68,68
286606142,15,15
2866107607,32,32
286611801,16,16
2866153499,15,15
2866178899,15,15
2866188612,61,61
2866197210,19,19
2866206967,6,6
2866213789,92,92
2866214285,9,9
2866219580,13,13
2866276185,15,15
2866284994,6,6
2866285451,111,111
2866349818,22,22
2866396958,17,17
2866409678,10,10
2866479999,19,19
2866490663,6,6
2866602948,16,16
2866695940,6,6
2866721879,6,6
2866777609,8,8
286677951,359,359
2866798595,2,2
2866815557,25,25
2866877474,17,17
2866925865,168,168
286697015,19,19
2866974504,29,29
2867003986,48,48
2867035955,18,18
2867278723,23,23
2867332630,20,20
2867345368,11,11
2867413859,117,117
2867429408,6,6
2867450276,6,6
2867458114,47,47
2867493599,16,16
2867520204,18,18
2867569580,88,88
2867598118,6,6
2867641690,104,104
2867747561,47,47
2867751287,12,12
2867782109,12,12
2867814254,103,103
286783232,90,90
2867881897,16,16
2867890983,66,66
2867950369,24,24
2867980007,22,22
2868016773,6,6
2868078629,13,13
2868087763,274,274
2868188445,20,20
2868308974,17,17
2868321610,18,18
2868361368,6,6
2868366619,21,21
2868490016,16,16
2868491348,49,49
2868557276,6,6
2868656865,160,160
2868684354,21,21
2868745128,27,27
2868811283,69,69
2868926520,81,81
2868980344,27,27
286899901,54,54
2869090703,148,148
2869118238,13,13
2869147792,34,34
2869192205,34,34
2869322839,23,23
2869450919,40,40
2869460871,32,32
2869469282,40,40
2869473782,54,54
2869496562,23,23
2869507309,22,22
2869544916,17,17
2869566975,158,158
2869603238,13,13
2869688931,19,19
2869756525,21,21
2869766741,12,12
286979130,114,114
2869792645,60,60
2869824559,6,6
2869884723,19,19
2870002138,75,75
2870004756,10,10
2870054870,6,6
2870071603,17,17
2870150063,20,20
2870196386,22,22
2870230762,58,58
2870249735,96,96
2870289230,14,14
2870368504,25,25
2870592305,27,27
2870595796,30,30
2870608703,42,42
2870637890,27,27
2870645598,6,6
2870654453,44,44
2870667215,21,21
2870713362,17,17
2870773228,11,11
2870791245,64,64
2870838557,26,26
287083910,33,33
2870850684,14,14
2870874186,32,32
2870895867,30,30
2870897928,32,32
2870911685,23,23
2870915194,20,20
2870925957,66,66
2871023756,15,15
287108510,8,8
2871129779,48,48
2871143167,6,6
287114636,16,16
2871176978,25,25
2871241860,12,12
2871313279,6,6
2871343904,9,9
2871402669,6,6
28714044,96,96
2871431290,23,23
2871493547,23,23
287153280,13,13
2871771120,6,6
2871793183,7,7
2871928067,28,28
2871935667,48,48
2871975290,6,6
287200227,40,40
287203180,20,20
2872034084,19,19
287203912,104,104
2872075333,20,20
287213680,70,70
2872223304,25,25
2872256314,19,19
2872288341,37,37
2872332449,43,43
2872461834,6,6
2872486461,33,33
2872514130,17,17
2872519845,31,31
2872536443,12,12
2872553973,17,17
2872603624,6,6
2872615339,62,62
2872625171,6,6
2872629379,18,18
2872682305,6,6
2872696280,282,282
287272030,185,185
2872741788,34,34
2872762830,9,9
2872767590,12,12
2872856578,15,15
2872858867,15,15
2872864749,29,29
287293243,2,2
2872956623,56,56
2873010962,151,151
287306372,15,15
2873135384,64,64
287318431,9,9
2873225863,14,14
2873255238,19,19
2873280794,21,21
2873312637,64,64
287341123,20,20
2873428452,18,18
2873469989,33,33
2873479998,6,6
2873525155,28,28
287356222,23,23
2873635913,16,16
2873743735,93,93
2873801371,16,16
287380976,96,96
2873823444,29,29
2873851579,13,13
2873890136,44,44
2873901155,12,12
2873988043,51,51
2874037671,9,9
2874066877,51,51
2874121127,13,13
2874208689,81,81
2874212945,25,25
2874228755,26,26
2874256727,20,20
2874257489,22,22
287436287,19,19
28743767,14,14
2874376770,192,192
2874385046,152,152
2874385450,42,42
2874396719,30,30
287440527,25,25
2874440357,65,65
2874440833,6,6
2874457507,26,26
2874467694,10,10
287448277,6,6
2874494692,46,46
2874679812,181,181
2874701351,23,23
2874702449,261,261
2874727115,8,8
2874750576,29,29
287479424,19,19
2874886828,18,18
287491686,26,26
2875012626,13,13
287504179,6,6
2875062378,22,22
2875070444,39,39
287512531,31,31
2875170140,47,47
2875174307,22,22
2875220613,7,7
2875232560,14,14
287526033,6,6
2875319861,19,19
2875360655,232,232
2875444402,29,29
287558523,6,6
2875612494,31,31
2875712913,47,47
2875824483,26,26
287584764,10,10
2875871327,6,6
2875872209,65,65
2875965760,81,81
2876147103,17,17
2876250478,47,47
2876312005,44,44
2876403871,16,16
287647437,47,47
2876497614,20,20
2876543120,21,21
2876562381,6,6
2876569564,6,6
2876593701,39,39
2876742148,16,16
2876743208,6,6
28767810,15,15
2876802404,29,29
2876808330,30,30
2876816730,76,76
2876822886,30,30
2876835715,11,11
2876960783,6,6
2876996086,25,25
2877084377,105,105
2877119343,41,41
287716473,44,44
2877178120,125,125
2877191676,8,8
2877191884,142,142
2877269106,21,21
2877274625,23,23
2877304527,11,11
2877306703,21,21
2877340286,36,36
2877370615,7,7
2877392106,6,6
2877488833,4,4
2877503865,23,23
2877504614,152,152
287755761,7,7
2877619450,47,47
287762265,46,46
2877630269,19,19
2877639380,13,13
2877710403,23,23
287774399,27,27
2877780920,6,6
2877842941,6,6
2877887,12,12
2877994926,16,16
2878030719,42,42
2878105160,20,20
2878126299,176,176
2878208130,89,89
2878260480,42,42
2878303266,27,27
2878337289,62,62
2878341856,16,16
2878508993,27,27
2878562601,16,16
2878591213,176,176
2878593687,22,22
287861342,51,51
2878622511,25,25
2878691168,16,16
287873174,52,52
2878748453,19,19
2878767101,12,12
287877294,52,52
2878777745,76,76
2878815619,59,59
2878863974,133,133
2878972986,32,32
2879015675,18,18
2879030486,27,27
2879098990,21,21
2879108586,14,14
2879125264,60,60
287916651,16,16
2879173325,60,60
2879175302,6,6
2879246865,6,6
2879303592,18,18
2879435979,76,76
2879443003,11,11
2879477668,6,6
2879483986,68,68
2879581452,64,64
2879593392,49,49
2879594456,6,6
2879653121,12,12
2879759261,26,26
2879780046,30,30
2879800201,6,6
2879825604,79,79
2879838145,14,14
2879878235,15,15
2879907095,24,24
2879963207,40,40
2880003403,48,48
2880042480,6,6
2880049352,60,60
288006834,34,34
2880100690,181,181
2880103741,8,8
2880121088,27,27
2880173680,40,40
2880234075,23,23
2880293088,6,6
2880299485,13,13
2880360870,11,11
2880370914,213,213
288038228,6,6
2880407969,23,23
2880423112,23,23
2880432076,6,6
2880438674,44,44
2880447355,60,60
2880454145,69,69
2880466062,6,6
2880500549,17,17
2880525041,21,21
2880628307,80,80
2880663448,29,29
2880715480,24,24
2880724750,33,33
2880864798,6,6
2880904216,201,201
2880910462,15,15
2880914709,6,6
2880965658,6,6
2881007637,6,6
2881075357,20,20
2881126870,19,19
2881127587,182,182
2881222252,12,12
2881238430,6,6
2881378475,14,14
2881379833,55,55
288140226,94,94
2881413810,15,15
2881466506,27,27
2881500445,13,13
2881514053,13,13
2881525155,32,32
2881538116,23,23
2881549630,128,128
2881560351,20,20
2881650179,29,29
2881678822,64,64
2881691432,60,60
2881739236,101,101
2881752225,64,64
2881780657,6,6
2881885759,20,20
2881922062,21,21
2881981936,76,76
2882108603,19,19
2882160714,45,45
2882229753,6,6
2882246533,13,13
288234780,6,6
2882417562,19,19
2882479327,11,11
2882496452,63,63
2882547521,13,13
2882597710,147,147
288260913,168,168
2882637975,34,34
2882638618,99,99
2882758902,51,51
2882765822,14,14
2882777371,11,11
2882780563,24,24
2882792610,55,55
2882796435,64,64
2882821335,19,19
2882849657,15,15
2882861930,18,18
2882888242,77,77
2882915677,10,10
2882928406,26,26
2883064838,221,221
2883133747,17,17
2883141409,21,21
2883158954,34,34
2883185709,39,39
2883185724,17,17
2883229182,15,15
2883242197,22,22
2883254186,39,39
2883275642,21,21
2883282895,32,32
2883307834,21,21
2883317873,7,7
2883321877,33,33
2883329045,109,109
2883518073,9,9
2883518681,27,27
2883545989,22,22
2883556311,35,35
2883597144,10,10
2883614317,266,266
288361599,28,28
2883695352,13,13
2883750739,19,19
28838041,68,68
2883868195,44,44
2883875320,32,32
2883878867,49,49
2883979372,120,120
2884011088,38,38
2884034541,36,36
2884143282,36,36
2884173611,24,24
288423546,35,35
2884242870,28,28
2884244035,51,51
2884251792,13,13
2884295046,153,153
2884300745,129,129
2884591485,138,138
28846133,52,52
288461783,6,6
2884621249,45,45
2884654107,6,6
288471508,72,72
2884795851,23,23
2884804934,39,39
2884811996,6,6
2884813829,42,42
2884817025,15,15
2884887850,246,246
288490456,35,35
2884914182,50,50
2884922483,100,100
2884982912,19,19
2884982967,122,122
2884998247,39,39
2885012954,50,50
2885015497,165,165
2885091470,19,19
2885098401,81,81
2885331214,21,21
2885332990,20,20
2885336552,117,117
2885343382,15,15
2885357422,107,107
2885366755,6,6
2885390694,6,6
288539698,6,6
2885407640,13,13
2885411839,6,6
2885446501,23,23
2885475147,12,12
2885524407,14,14
2885588179,115,115
2885648354,6,6
2885658400,6,6
288570840,27,27
288571211,10,10
2885789050,29,29
2885791727,23,23
2885810042,27,27
2885819428,6,6
2885849219,54,54
2885911186,15,15
288592183,7,7
288599730,10,10
2886028960,13,13
2886062040,113,113
2886091096,21,21
2886111795,6,6
288613875,80,80
2886190915,19,19
2886246682,11,11
2886272002,15,15
2886340677,21,21
2886342568,21,21
2886507679,31,31
288656038,6,6
2886571901,10,10
2886574408,10,10
2886600130,32,32
